"gene_list","mutation","precog_metaZ","tot_int","mut_int","network_score"
"NINL","BOTH",1.184,327,288,253.651376146789
"KRT18","BOTH",-1.313,323,286,253.238390092879
"FAF2","BOTH",-0.765,363,303,252.917355371901
"MCM7","ORF",4.442,348,296,251.770114942529
"UNK","BOTH",-1.159,321,284,251.264797507788
"PRKACA","BOTH",-0.79,286,268,251.132867132867
"DKC1","ORF",1.348,328,287,251.125
"NF2","ORF",-1.456,299,274,251.090301003344
"LATS1","BOTH",-0.397,306,277,250.748366013072
"SLC25A3","BOTH",-0.25,329,287,250.36170212766
"ESYT1","ORF",-1.685,350,296,250.331428571429
"OPTN","BOTH",1.167,298,273,250.097315436242
"P2RY6","ORF",-0.354,292,270,249.657534246575
"PYHIN1","ORF",1.425,288,268,249.388888888889
"SMARCC1","BOTH",2.618,306,276,248.941176470588
"BCAR1","BOTH",0.097,304,275,248.766447368421
"SMAD4","BOTH",-4.672,298,272,248.268456375839
"LZTS2","ORF",-0.255,316,280,248.101265822785
"EIF4B","BOTH",0.958,339,290,248.082595870206
"LONP1","ORF",-0.336,371,303,247.463611859838
"SMARCC2","BOTH",-1.501,280,263,247.032142857143
"MYO6","BOTH",2.184,329,285,246.884498480243
"DDX1","BOTH",0.991,327,284,246.654434250765
"COPA","ORF",-0.437,353,295,246.529745042493
"SLFN11","ORF",-0.811,296,270,246.283783783784
"TMPRSS11B","BOTH",0.157,305,274,246.150819672131
"HGS","ORF",-0.623,321,281,245.984423676012
"VAPB","BOTH",-0.82,348,292,245.011494252874
"SNRPD2","BOTH",-0.003,318,279,244.783018867925
"B3GAT1","ORF",-0.665,296,269,244.462837837838
"AXL","ORF",-0.545,290,266,243.986206896552
"LYAR","ORF",-0.251,299,270,243.8127090301
"HSD3B7","ORF",0.698,284,263,243.552816901408
"TUBA4A","BOTH",0.368,304,272,243.368421052632
"CALCOCO2","ORF",-0.967,328,282,242.451219512195
"BICD2","ORF",0.313,292,266,242.315068493151
"DDX18","BOTH",1.257,292,266,242.315068493151
"SDHA","ORF",0.696,320,278,241.5125
"HDAC4","ORF",-0.634,301,269,240.401993355482
"SMAD3","BOTH",-0.631,275,257,240.178181818182
"DNAJC7","BOTH",0.381,313,274,239.859424920128
"TBK1","ORF",-0.564,298,267,239.224832214765
"ATP5C1","BOTH",0.486,321,277,239.031152647975
"P4HB","BOTH",-2.504,345,287,238.750724637681
"SLC25A6","ORF",0.907,317,275,238.564668769716
"SRP14","ORF",-0.87,304,269,238.029605263158
"RAD50","BOTH",1.37,282,259,237.875886524823
"NBR1","BOTH",-0.946,302,268,237.827814569536
"PAN2","ORF",-0.8,328,279,237.32012195122
"HNRNPUL1","BOTH",-0.677,303,268,237.042904290429
"NCBP1","BOTH",-0.235,303,268,237.042904290429
"MECOM","BOTH",0.878,288,261,236.53125
"DISC1","ORF",0.508,271,253,236.19557195572
"ACAD9","BOTH",-0.455,325,277,236.089230769231
"FAM120A","BOTH",-2.071,302,267,236.056291390728
"STAT3","BOTH",0.619,282,258,236.042553191489
"ACLY","BOTH",-2.108,291,262,235.890034364261
"AP2M1","BOTH",0.853,324,276,235.111111111111
"SPTBN1","BOTH",-0.123,334,280,234.730538922156
"SRP68","BOTH",-1.187,342,283,234.178362573099
"SMARCB1","BOTH",1.249,276,254,233.753623188406
"CENPA","BOTH",2.337,285,258,233.557894736842
"JUN","ORF",-8.216,301,265,233.305647840532
"WDR77","BOTH",-0.028,290,260,233.103448275862
"GANAB","ORF",-0.642,320,273,232.903125
"ANXA2","BOTH",2.58,325,275,232.692307692308
"BRD2","BOTH",-0.195,300,264,232.32
"FAF1","BOTH",-0.475,267,249,232.213483146067
"ATP2A1","BOTH",0.647,289,259,232.114186851211
"GNL3","ORF",-0.06,292,260,231.506849315069
"NAP1L1","BOTH",1.14,296,261,230.138513513514
"RLIM","ORF",-1.741,287,257,230.135888501742
"ACTN4","BOTH",-1.142,324,273,230.027777777778
"PDZD8","ORF",-1.391,346,282,229.838150289017
"LDHA","BOTH",3.485,306,265,229.493464052288
"KIF5B","BOTH",0.281,277,252,229.256317689531
"PHLPP1","ORF",-1.018,262,245,229.103053435115
"GLDC","ORF",1.649,260,244,228.984615384615
"DDX54","ORF",-0.889,305,264,228.511475409836
"TBRG4","BOTH",0.307,305,264,228.511475409836
"RANBP2","BOTH",0.462,285,255,228.157894736842
"UNC93B1","BOTH",0.816,304,263,227.529605263158
"TRIM24","BOTH",0,284,254,227.169014084507
"SRRM1","BOTH",-1.081,283,253,226.180212014134
"TUBG1","ORF",1.214,306,263,226.042483660131
"CTNNA1","BOTH",2.613,281,252,225.992882562278
"CCDC47","BOTH",-2.082,352,282,225.920454545455
"DNAJB11","BOTH",0.933,279,251,225.810035842294
"TRIM27","ORF",1.008,304,262,225.802631578947
"ZNF746","ORF",0.317,273,248,225.289377289377
"DDOST","BOTH",-1.174,331,273,225.163141993958
"TRAF6","BOTH",-1.183,267,245,224.812734082397
